city_name,latitude,longitude,zip_code
Cruzeiro do Oeste,-23.8097,-53.0843,87400-000
Curitiba,-25.5039,-49.2908,80000-000
Coronel Vivida,-26.0011,-52.596,85550-000
Cruzeiro do Iguaçu,-25.603,-53.1274,85598-000
Corumbataí do Sul,-24.1201,-52.1462,86970-000
Cruzmaltina,-24.0236,-51.4848,86855-000
Diamante do Sul,-24.9868,-52.7013,85408-000
Engenheiro Beltrão,-23.7554,-52.2089,87270-000
Cruzeiro do Sul,-22.9742,-52.1597,87650-000
Diamante d'Oeste,-24.9456,-54.1035,85896-000
Dois Vizinhos,-25.7458,-53.0913,85660-000
Diamante do Norte,-22.6375,-52.8728,87990-000
Esperança Nova,-23.7101,-53.7936,87545-000
Curiúva,-24.0039,-50.4654,84280-000
Doutor Camargo,-23.5616,-52.2234,87155-000
Enéas Marques,-25.8645,-53.159,85630-000
Entre Rios do Oeste,-24.7041,-54.2156,85988-000
Douradina,-23.3404,-53.2749,87485-000
Fernandes Pinheiro,-25.444,-50.5181,84535-000
Espigão Alto do Iguaçu,-25.3501,-52.7792,85465-000
Farol,-24.1035,-52.6631,87325-000
Fazenda Rio Grande,-25.6647,-49.3043,83820-000
Figueira,-23.8613,-50.4208,84285-000
Fênix,-23.9055,-52.04,86950-000
Faxinal,-24.0266,-51.3012,86840-000
Floraí,-23.3283,-52.3242,87185-000
Floresta,-23.6301,-52.0763,87120-000
Foz do Jordão,-25.6952,-52.0608,85145-000
Formosa do Oeste,-24.3084,-53.3278,85830-000
Francisco Alves,-24.0651,-53.8844,87570-000
Flor da Serra do Sul,-26.2308,-53.3037,85618-000
Florestópolis,-22.9012,-51.3763,86165-000
Flórida,-23.1127,-51.9786,86780-000
General Carneiro,-26.4375,-51.4007,84660-000
Francisco Beltrão,-26.0644,-53.1254,85600-000
Godoy Moreira,-24.1481,-51.9156,86938-000
Goioerê,-24.1887,-53.0992,87360-000
Foz do Iguaçu,-25.4317,-54.4559,85850-000
Goioxim,-25.0953,-52.0081,85162-000
Grandes Rios,-24.1864,-51.4346,86845-000
Guamiranga,-25.1503,-50.8618,84435-000
Imbaú,-24.4434,-50.7388,84250-000
Ibaiti,-23.8043,-50.3156,84900-000
Guairaçá,-22.9055,-52.7488,87880-000
Guaraci,-22.9734,-51.6974,86620-000
Icaraíma,-23.3724,-53.5949,87530-000
Guapirama,-23.4684,-50.0913,86465-000
Honório Serpa,-26.1378,-52.3961,85548-000
Guaraqueçaba,-25.1516,-48.3595,83390-000
Iguatu,-24.6422,-53.131,85423-000
Guaratuba,-25.8034,-48.804,83280-000
Guaíra,-24.2617,-54.2382,85980-000
Guaraniaçu,-25.0798,-52.8764,85400-000
Ibema,-25.1649,-53.0127,85478-000
Ibiporã,-23.2276,-51.031,86200-000
Guaporema,-23.3102,-52.8248,87810-000
Guarapuava,-25.3986,-51.46,85000-000
Iguaraçu,-23.2337,-51.8534,86750-000
Imbituva,-25.2251,-50.6293,84430-000
Iporã,-24.0283,-53.7913,87560-000
Iretama,-24.3441,-52.1065,87280-000
Ipiranga,-25.0159,-50.5548,84450-000
Itaúna do Sul,-22.7368,-52.8924,87980-000
Inácio Martins,-25.64,-51.22,85155-000
Irati,-25.4968,-50.9005,84500-000
Inajá,-22.7151,-52.2413,87670-000
Iracema do Oeste,-24.4367,-53.3384,85833-000
Ivaiporã,-24.2823,-51.6328,86870-000
Ivaté,-23.3372,-53.4241,87525-000
Indianópolis,-23.4797,-52.6415,87210-000
Itaipulândia,-25.1633,-54.3435,85880-000
Itambé,-23.6881,-52.0123,87175-000
Itambaracá,-22.9839,-50.4272,86375-000
Itaguajé,-22.661,-51.9829,86670-000
Ivaí,-24.9938,-50.8619,84460-000
Itapejara d'Oeste,-25.978,-52.8258,85580-000
Itaperuçu,-25.121,-49.4926,83560-000
Ivatuba,-23.5972,-52.1943,87130-000
Jaguapitã,-23.0763,-51.583,86610-000
Jaboti,-23.6953,-50.0738,84930-000
Juranda,-24.4132,-52.8273,87355-000
Jacarezinho,-23.1907,-49.9541,86400-000
Jaguariaíva,-24.3436,-49.6655,84200-000
Japira,-23.6905,-50.1801,84920-000
Jussara,-23.6212,-52.4708,87230-000
Jardim Olinda,-22.5694,-52.0652,87690-000
Jataizinho,-23.273,-50.913,86210-000
Jundiaí do Sul,-23.4792,-50.1807,86470-000
Jandaia do Sul,-23.6279,-51.6963,86900-000
Jardim Alegre,-24.2145,-51.7227,86860-000
Jesuítas,-24.413,-53.4134,85835-000
Japurá,-23.4186,-52.5622,87225-000
Janiópolis,-24.0884,-52.8029,87380-000
Laranjeiras do Sul,-25.3356,-52.3699,85300-000
Kaloré,-23.8671,-51.6803,86920-000
Laranjal,-24.9257,-52.4595,85275-000
Lapa,-25.7914,-49.8741,83750-000
Joaquim Távora,-23.4222,-49.9025,86455-000
Leópolis,-23.025,-50.7256,86330-000
Luiziana,-24.3408,-52.2704,87290-000
Mallet,-25.9021,-50.8305,84570-000
Mandaguari,-23.4881,-51.7236,86975-000
Lobato,-22.9639,-52.0071,86790-000
Mandaguaçu,-23.2644,-52.0298,87160-000
Lidianópolis,-24.0813,-51.6441,86865-000
Londrina,-23.5864,-51.0874,86000-000
Lindoeste,-25.268,-53.5687,85826-000
Lunardelli,-24.0721,-51.76,86935-000
Lupionópolis,-22.7385,-51.6839,86635-000
Loanda,-22.9658,-52.9953,87900-000
Mamborê,-24.4061,-52.6169,87340-000
Manfrinópolis,-26.1001,-53.3583,85628-000
Mangueirinha,-26.0365,-52.2226,85540-000
Manoel Ribas,-24.524,-51.6311,85260-000
Mandirituba,-25.8468,-49.327,83800-000
Marechal Cândido Rondon,-24.6073,-54.1467,85960-000
Marialva,-23.5382,-51.9031,86990-000
Maria Helena,-23.5535,-53.2315,87480-000
Maringá,-23.3839,-51.9573,87000-000
Marilena,-22.7274,-53.0817,87960-000
Marilândia do Sul,-23.7438,-51.2941,86825-000
Mariluz,-24.0618,-53.2298,87470-000
Mariópolis,-26.3163,-52.5742,85525-000
Medianeira,-25.2484,-54.1132,85884-000
Maripá,-24.4627,-53.8018,85955-000
Matinhos,-25.7611,-48.5729,83260-000
Mato Rico,-24.7069,-52.2409,85240-000
Marmeleiro,-26.2379,-53.0975,85615-000
Miraselva,-22.9766,-51.4704,86615-000
Marumbi,-23.7666,-51.6606,86910-000
Mirador,-23.2128,-52.7535,87840-000
Matelândia,-25.3922,-53.8784,85887-000
Marquinho,-25.1057,-52.2568,85168-000
Missal,-25.1112,-54.2579,85890-000
Morretes,-25.5308,-48.8743,83350-000
Mercedes,-24.426,-54.1768,85998-000
Moreira Sales,-24.0146,-52.9551,87370-000
Mauá da Serra,-23.9175,-51.1588,86828-000
Munhoz de Melo,-23.1129,-51.7319,86760-000
Nossa Senhora das Graças,-22.9304,-51.8024,86680-000
Nova América da Colina,-23.3338,-50.6962,86230-000
Nova Santa Rosa,-24.4469,-53.9955,85930-000
Nova Londrina,-22.7611,-52.9441,87970-000
Nova Esperança do Sudoeste,-25.8885,-53.2603,85635-000
Nova Cantu,-24.6565,-52.5632,87330-000
Nova Fátima,-23.3958,-50.5356,86310-000
Ourizona,-23.4836,-52.2427,87170-000
Nova Esperança,-23.1831,-52.2545,87600-000
Nova Aliança do Ivaí,-23.1867,-52.6257,87790-000
Nova Santa Bárbara,-23.6024,-50.7545,86250-000
Nova Aurora,-24.5095,-53.2967,85410-000
Nova Tebas,-24.4308,-51.9458,85250-000
Nova Olímpia,-23.4321,-53.039,87490-000
Nova Prata do Iguaçu,-25.6085,-53.3805,85685-000
Nova Laranjeiras,-25.2194,-52.5775,85350-000
Ortigueira,-24.1272,-51.0007,84350-000
Ouro Verde do Oeste,-24.7969,-53.9368,85933-000
Novo Itacolomi,-23.7756,-51.5387,86895-000
Palmeira,-25.4382,-50.0803,84130-000
Palmital,-24.8426,-52.2537,85270-000
Paranavaí,-22.9003,-52.5375,87700-000
Pato Bragado,-24.6432,-54.2274,85948-000
Palmas,-26.4057,-51.8203,85555-000
Paiçandu,-23.4741,-52.1506,87140-000
Palotina,-24.2195,-53.7705,85950-000
Paranacity,-22.8465,-52.1346,87660-000
Paranapoema,-22.6562,-52.076,87680-000
Paranaguá,-25.5673,-48.5193,83200-000
Pato Branco,-26.1702,-52.6634,85500-000
Paulo Frontin,-26.0428,-50.7477,84635-000
Paraíso do Norte,-23.2541,-52.6363,87780-000
Paula Freitas,-26.1781,-50.8481,84630-000
Piên,-26.0865,-49.4564,83860-000
Peabiru,-23.966,-52.2903,87250-000
Perobal,-23.9702,-53.3238,87538-000
Pinhais,-25.4315,-49.1573,83320-000
Pérola,-23.8408,-53.7073,87540-000
Pérola d'Oeste,-25.8468,-53.7564,85740-000
Pitanga,-24.6625,-51.767,85200-000
Pinhalão,-23.9246,-50.0544,84925-000
Piraquara,-25.4675,-49.078,83300-000
Ponta Grossa,-25.1441,-50.0738,84000-000
Piraí do Sul,-24.4885,-49.9153,84240-000
Pinhal de São Bento,-26.0068,-53.4891,85727-000
Pinhão,-25.7623,-51.6528,85170-000
Planaltina do Paraná,-23.0939,-52.9282,87860-000
Pitangueiras,-23.1919,-51.5684,86613-000
Planalto,-25.7268,-53.7286,85750-000
Porecatu,-22.7467,-51.3857,86160-000
Porto Barreiro,-25.5809,-52.3921,85345-000
Pontal do Paraná,-25.6533,-48.5128,83255-000
Porto Amazonas,-25.539,-49.9018,84140-000
Porto Vitória,-26.2534,-51.2419,84610-000
Porto Rico,-22.829,-53.3178,87950-000
Prado Ferreira,-23.0244,-51.3791,86618-000
Primeiro de Maio,-22.871,-51.089,86140-000
Presidente Castelo Branco,-23.2621,-52.1451,87180-000
Pranchita,-25.9659,-53.6968,85730-000
Prudentópolis,-25.181,-51.1107,84400-000
Quarto Centenário,-24.2961,-53.1199,87365-000
Quatiguá,-23.555,-49.9199,86450-000
Quinta do Sol,-23.7981,-52.1575,87265-000
Renascença,-26.2146,-52.9343,85610-000
Querência do Norte,-23.1015,-53.5628,87930-000
Quatro Barras,-25.3773,-48.999,83420-000
Rebouças,-25.683,-50.6312,84550-000
Quedas do Iguaçu,-25.4317,-52.9826,85460-000
Quatro Pontes,-24.5043,-54.0057,85940-000
Reserva do Iguaçu,-25.8478,-51.9465,85195-000
Rancho Alegre d'Oeste,-24.304,-52.9835,87395-000
Reserva,-24.5731,-50.9314,84320-000
Ribeirão do Pinhal,-23.3863,-50.432,86490-000
Rio Azul,-25.7407,-50.735,84560-000
Ramilândia,-25.0915,-54.0062,85888-000
Quitandinha,-25.9013,-49.5052,83840-000
Ribeirão Claro,-23.2956,-49.7862,86410-000
Rancho Alegre,-23.0589,-50.9189,86290-000
Realeza,-25.6743,-53.5466,85770-000
Rio Bom,-23.8022,-51.4462,86830-000
Rio Branco do Sul,-25.0403,-49.3559,83540-000
Rondon,-23.4746,-52.845,87800-000
Rio Negro,-26.09,-49.7158,83880-000
Sabáudia,-23.3658,-51.6054,86720-000
Rosário do Ivaí,-24.3057,-51.2202,86850-000
Rolândia,-23.275,-51.4282,86600-000
Rio Bonito do Iguaçu,-25.5482,-52.6215,85340-000
Rio Branco do Ivaí,-24.356,-51.3422,86848-000
Salto do Lontra,-25.7704,-53.2998,85670-000
Santa Amélia,-23.2604,-50.4133,86370-000
Santa Cecília do Pavão,-23.5444,-50.8228,86225-000
Salgado Filho,-26.121,-53.4394,85620-000
Roncador,-24.5636,-52.2245,87320-000
Santa Cruz de Monte Castelo,-23.1441,-53.3664,87920-000
Salto do Itararé,-23.6194,-49.6822,84945-000
Santa Helena,-24.9069,-54.2872,85892-000
Santa Fé,-23.0399,-51.8136,86770-000
Santa Inês,-22.6874,-51.8975,86660-000
Santa Isabel do Ivaí,-23.1382,-53.2591,87910-000
Santa Izabel do Oeste,-25.7757,-53.4105,85650-000
Santana do Itararé,-23.7344,-49.6194,84970-000
Santo Antônio da Platina,-23.2741,-50.0847,86430-000
Santa Lúcia,-25.4147,-53.5521,85795-000
Santo Antônio do Sudoeste,-26.056,-53.6042,85710-000
Santa Maria do Oeste,-24.92,-51.9663,85230-000
Santa Mariana,-23.0483,-50.5294,86350-000
São João do Caiuá,-22.8294,-52.2854,87740-000
Santo Antônio do Caiuá,-22.6937,-52.309,87730-000
Santo Antônio do Paraíso,-23.5636,-50.6194,86315-000
São João do Ivaí,-23.9792,-51.8826,86930-000
São João,-25.7838,-52.8042,85570-000
Santa Tereza do Oeste,-25.0444,-53.6194,85825-000
Santa Mônica,-23.1655,-53.1124,87915-000
São João do Triunfo,-25.7041,-50.2624,84150-000
São Carlos do Ivaí,-23.3548,-52.5207,87770-000
São Jerônimo da Serra,-23.6871,-50.7899,86270-000
Santa Terezinha de Itaipu,-25.4135,-54.4225,85875-000
São Jorge d'Oeste,-25.6632,-52.9486,85575-000
Santo Inácio,-22.7237,-51.8061,86650-000
São Jorge do Ivaí,-23.4384,-52.3036,87190-000
São Jorge do Patrocínio,-23.7495,-53.8855,87555-000
São José das Palmeiras,-24.8346,-54.1272,85898-000
São José dos Pinhais,-25.6695,-49.0882,83000-000
São Manoel do Paraná,-23.3836,-52.5889,87215-000
São José da Boa Vista,-23.9648,-49.6519,84980-000
Sapopema,-23.8775,-50.6102,84290-000
Sertaneja,-22.9583,-50.888,86340-000
Sarandi,-23.478,-51.871,87110-000
Saudade do Iguaçu,-25.7047,-52.6082,85568-000
São Pedro do Iguaçu,-24.9093,-53.8876,85929-000
São Pedro do Paraná,-22.7685,-53.1658,87955-000
Sengés,-24.2257,-49.4608,84220-000
São Pedro do Ivaí,-23.8334,-51.8695,86945-000
Sertanópolis,-23.0179,-51.0347,86170-000
São Miguel do Iguaçu,-25.3656,-54.2321,85877-000
São Mateus do Sul,-25.9235,-50.4807,83900-000
Serranópolis do Iguaçu,-25.47,-54.0164,85885-000
São Tomé,-23.5236,-52.514,87220-000
São Sebastião da Amoreira,-23.4539,-50.7131,86240-000
Siqueira Campos,-23.6267,-49.7728,84940-000
Tomazina,-23.679,-49.984,84935-000
Tamarana,-23.8256,-51.0468,86125-000
Terra Rica,-22.7327,-52.6846,87890-000
Toledo,-24.7352,-53.8206,85900-000
Teixeira Soares,-25.2781,-50.4316,84530-000
Tamboara,-23.1989,-52.4671,87760-000
Tapira,-23.3064,-53.1363,87830-000
Tupãssi,-24.6332,-53.4921,85945-000
Tijucas do Sul,-25.8985,-49.1178,83190-000
Telêmaco Borba,-24.2244,-50.5415,84260-000
Terra Roxa,-24.2229,-54.0909,85990-000
Tapejara,-23.6253,-52.9111,87430-000
Sulina,-25.6714,-52.6837,85565-000
Tibagi,-24.6581,-50.5186,84300-000
Tuneiras do Oeste,-23.9017,-52.8357,87450-000
Tunas do Paraná,-24.9675,-48.866,83480-000
Terra Boa,-23.6794,-52.3443,87240-000
Três Barras do Paraná,-25.4222,-53.2315,85485-000
Turvo,-24.97,-51.5086,85150-000
Ubiratã,-24.5039,-53.0193,85440-000
Uraí,-23.1929,-50.7942,86280-000
Vera Cruz do Oeste,-24.9409,-53.9281,85845-000
Verê,-25.8533,-52.9592,85585-000
União da Vitória,-26.0921,-51.1121,84600-000
Vitorino,-26.2405,-52.8198,85520-000
Uniflor,-23.0602,-52.0908,87640-000
Vila Alta,-23.555,-53.8077,87528-000
Wenceslau Braz,-23.8881,-49.7915,84950-000
Doutor Ulysses,-24.635,-49.4002,83590-000
Acauã,-8.3155,-40.9128,64748-000
Umuarama,-23.7101,-53.3852,87500-000
Ventania,-24.142,-50.2237,84345-000
Agricolândia,-5.7482,-42.6746,64440-000
Água Branca,-5.8991,-42.6106,64460-000
Virmond,-25.4301,-52.2367,85390-000
Xambrê,-23.7385,-53.604,87535-000
Alagoinha do Piauí,-6.9802,-40.9181,64655-000
Alto Longá,-5.4079,-42.0661,64360-000
Alegrete do Piauí,-7.1623,-40.8249,64675-000
Arraial,-6.6272,-42.4939,64480-000
Angical do Piauí,-6.0988,-42.7202,64410-000
Anísio de Abreu,-9.2478,-43.0524,64780-000
Alvorada do Gurguéia,-8.3855,-43.8324,64923-000
Amarante,-6.3917,-42.8652,64400-000
Altos,-5.1609,-42.4504,64290-000
Assunção do Piauí,-5.8557,-40.948,64333-000
Antônio Almeida,-7.1221,-44.2531,64855-000
Barreiras do Piauí,-9.9904,-45.6933,64990-000
Barras,-4.1322,-42.3136,64100-000
Baixa Grande do Ribeiro,-8.6917,-45.1258,64868-000
Barra d'Alcântara,-6.5409,-42.115,64528-000
Avelino Lopes,-10.1146,-43.8929,64965-000
Aroazes,-6.2035,-41.8693,64310-000
Belém do Piauí,-7.4066,-40.9887,64678-000
Bertolínia,-7.7548,-43.7959,64870-000
Beneditinos,-5.4601,-42.4396,64380-000
Batalha,-3.9974,-42.1065,64190-000
Bela Vista do Piauí,-7.9161,-41.9009,64705-000
Barro Duro,-5.8506,-42.4588,64455-000
Betânia do Piauí,-8.0643,-40.8592,64753-000
Brasileira,-4.1333,-41.5877,64265-000
Campo Maior,-4.7867,-42.1087,64280-000
Campo Alegre do Fidalgo,-8.3145,-41.7918,64767-000
Bonfim do Piauí,-9.1646,-42.8825,64775-000
Campinas do Piauí,-7.6791,-41.8794,64730-000
Campo Largo do Piauí,-3.8552,-42.6032,64148-000
Bom Jesus,-9.1626,-44.6018,64900-000
Brejo do Piauí,-8.2686,-42.788,64895-000
Buriti dos Montes,-5.2089,-41.2508,64345-000
Bom Princípio do Piauí,-3.2375,-41.6457,64225-000
Boa Hora,-4.3558,-42.1411,64108-000
Cajazeiras do Piauí,-6.7818,-42.3924,64514-000
Boqueirão do Piauí,-4.5665,-42.136,64283-000
Campo Grande do Piauí,-7.2207,-41.0451,64578-000
Bocaina,-6.8951,-41.3275,64630-000
Buriti dos Lopes,-3.2936,-41.8181,64230-000
Cajueiro da Praia,-2.9875,-41.3544,64222-000
Cabeceiras do Piauí,-4.4335,-42.2306,64105-000
Caldeirão Grande do Piauí,-7.3436,-40.5877,64695-000
Canavieira,-7.5076,-43.6863,64833-000
Canto do Buriti,-8.2597,-43.0804,64890-000
Caracol,-9.3494,-43.2708,64795-000
Caridade do Piauí,-7.7014,-40.896,64590-000
Capitão de Campos,-4.472,-41.8851,64270-000
Caraúbas do Piauí,-3.537,-41.8459,64233-000
Cocal,-3.4375,-41.5459,64235-000
Caxingó,-3.4086,-41.8877,64228-000
Capitão Gervásio Oliveira,-8.6474,-41.9951,64763-000
Cocal de Telha,-4.6486,-41.9957,64278-000
Colônia do Gurguéia,-8.1446,-43.7746,64885-000
Cocal dos Alves,-3.5738,-41.4518,64238-000
Colônia do Piauí,-7.2264,-42.2126,64516-000
Castelo do Piauí,-5.2158,-41.5574,64340-000
Cristino Castro,-8.6904,-44.0481,64920-000
Cristalândia do Piauí,-10.8201,-45.1105,64995-000
Conceição do Canindé,-7.9869,-41.5754,64740-000
Coivaras,-5.1166,-42.2658,64335-000
Coronel José Dias,-9.0722,-42.2724,64793-000
Corrente,-10.4722,-45.0469,64980-000
Curimatá,-9.8621,-44.3899,64960-000
Currais,-8.7399,-44.8647,64905-000
Domingos Mourão,-4.1914,-41.3483,64250-000
Demerval Lobão,-5.3154,-42.6663,64390-000
Curralinhos,-5.5849,-42.8608,64453-000
Curral Novo do Piauí,-7.898,-40.6789,64595-000
Dirceu Arcoverde,-9.3323,-42.4342,64785-000
Dom Inocêncio,-8.8848,-41.72,64790-000
Fartura do Piauí,-9.5203,-42.7893,64788-000
Elesbão Veloso,-6.1936,-42.1661,64325-000
Eliseu Martins,-7.9015,-43.7777,64880-000
Dom Expedito Lopes,-6.9581,-41.7163,64620-000
Francisco Santos,-7.1029,-41.145,64645-000
Francinópolis,-6.4103,-42.2464,64520-000
Esperantina,-3.849,-42.171,64180-000
Flores do Piauí,-7.6412,-42.8455,64815-000
Francisco Ayres,-6.6913,-42.692,64475-000
Floriano,-6.8364,-43.1361,64800-000
Floresta do Piauí,-7.4763,-41.8443,64563-000
Francisco Macedo,-7.3584,-40.7706,64683-000
Fronteiras,-7.0125,-40.5621,64690-000
Geminiano,-7.166,-41.388,64613-000
Ilha Grande,-2.8402,-41.8288,64224-000
Guadalupe,-6.823,-43.7776,64840-000
João Costa,-8.5432,-42.4151,64765-000
Ipiranga do Piauí,-6.8463,-41.7469,64540-000
Gilbués,-9.7274,-45.5202,64930-000
Hugo Napoleão,-6.0329,-42.4677,64470-000
Inhuma,-6.6619,-41.6813,64535-000
Itainópolis,-7.4552,-41.5417,64565-000
Guaribas,-9.2887,-43.5819,64798-000
Jacobina do Piauí,-7.9649,-41.174,64755-000
Jardim do Mulato,-6.1573,-42.4776,64495-000
Jatobá do Piauí,-4.803,-41.8954,64275-000
Itaueira,-7.5524,-43.0987,64820-000
Isaías Coelho,-7.5452,-41.6429,64570-000
Joaquim Pires,-3.5369,-42.0775,64170-000
Jaicós,-7.4565,-41.2202,64575-000
Jerumenha,-7.0989,-43.5467,64830-000
Joca Marques,-3.5421,-42.4358,64165-000
Jurema,-9.2986,-43.153,64782-000
José de Freitas,-4.7299,-42.6137,64110-000
Lagoa Alegre,-4.4951,-42.5655,64138-000
Lagoa de São Francisco,-4.3547,-41.5917,64258-000
Luzilândia,-3.5907,-42.4055,64160-000
Manoel Emídio,-8.1647,-43.8336,64875-000
Landri Sales,-7.2327,-43.8646,64850-000
Lagoa do Barro do Piauí,-8.7353,-41.5481,64768-000
Juazeiro do Piauí,-5.0249,-41.5284,64343-000
Lagoa do Sítio,-6.5192,-41.4206,64308-000
Marcolândia,-7.4089,-40.7495,64685-000
Lagoinha do Piauí,-5.807,-42.628,64465-000
Lagoa do Piauí,-5.4751,-42.5481,64388-000
Madeiro,-3.5466,-42.5111,64168-000
Luís Correia,-3.0312,-41.5167,64220-000
Júlio Borges,-10.5158,-44.1918,64963-000
Matias Olímpio,-3.6877,-42.6069,64150-000
Massapê do Piauí,-7.5388,-41.0175,64573-000
Miguel Alves,-4.1579,-42.7726,64130-000
Marcos Parente,-7.0541,-43.9166,64845-000
Miguel Leão,-5.7287,-42.6894,64445-000
Milton Brandão,-4.7402,-41.5946,64253-000
Nossa Senhora de Nazaré,-4.6384,-42.1902,64288-000
Morro Cabeça no Tempo,-9.8771,-43.9066,64968-000
Padre Marcos,-7.3653,-40.9342,64680-000
Morro do Chapéu do Piauí,-3.6869,-42.2218,64178-000
Pajeú do Piauí,-8.0536,-42.8663,64898-000
Monsenhor Hipólito,-6.9498,-41.0315,64650-000
Oeiras,-6.9069,-42.1753,64500-000
Novo Santo Antônio,-5.3285,-41.9626,64365-000
Nazaré do Piauí,-7.0328,-42.7322,64825-000
Monsenhor Gil,-5.6416,-42.5488,64450-000
Nossa Senhora dos Remédios,-4.0576,-42.6065,64140-000
Monte Alegre do Piauí,-9.7421,-44.9827,64940-000
Olho d'Água do Piauí,-5.8485,-42.5394,64468-000
Novo Oriente do Piauí,-6.5503,-41.9855,64530-000
Murici dos Portelas,-3.365,-42.0022,64175-000
Palmeira do Piauí,-8.5155,-44.4364,64925-000
Palmeirais,-5.7855,-43.0243,64420-000
Paes Landim,-7.7746,-42.3509,64710-000
Paquetá,-7.1075,-41.6472,64618-000
Pavussu,-7.8865,-43.1969,64838-000
Porto Alegre do Piauí,-6.9593,-44.0741,64858-000
Parnaguá,-10.1215,-44.5601,64970-000
Redenção do Gurguéia,-9.5821,-44.538,64915-000
Passagem Franca do Piauí,-5.8273,-42.4058,64395-000
Patos do Piauí,-7.6092,-41.2946,64580-000
Parnaíba,-2.9228,-41.7354,64200-000
Pedro Laurentino,-8.1177,-42.2354,64728-000
Piracuruca,-3.8666,-41.7415,64240-000
Piripiri,-4.3949,-41.7882,64260-000
Paulistana,-8.2253,-41.2275,64750-000
Queimada Nova,-8.54,-41.2475,64758-000
Pedro II,-4.4251,-41.3805,64255-000
Pimenteiras,-6.3306,-41.2181,64320-000
Picos,-7.107,-41.5127,64600-000
Porto,-3.9456,-42.6888,64145-000
Pio IX,-6.8698,-40.5972,64660-000
Nova Santa Rita,-8.112,-42.0136,64764-000
Prata do Piauí,-5.711,-42.1533,64370-000
Regeneração,-6.2784,-42.4817,64490-000
Rio Grande do Piauí,-7.8606,-43.1455,64835-000
Riacho Frio,-9.8366,-44.679,64975-000
São Francisco do Piauí,-7.169,-42.5509,64550-000
Santa Rosa do Piauí,-6.8288,-42.2463,64518-000
Santa Filomena,-8.8958,-45.6672,64945-000
Santana do Piauí,-6.9525,-41.4618,64615-000
Santo Inácio do Piauí,-7.4691,-41.9179,64560-000
São Félix do Piauí,-5.8842,-42.1083,64375-000
São Gonçalo do Gurguéia,-10.0763,-45.4239,64993-000
Santa Cruz do Piauí,-7.2649,-41.7638,64545-000
Ribeira do Piauí,-8.0971,-42.5761,64725-000
Santo Antônio de Lisboa,-6.8723,-41.2228,64640-000
Santa Cruz dos Milagres,-5.8323,-41.958,64315-000
Ribeiro Gonçalves,-8.0872,-45.472,64865-000
São Braz do Piauí,-8.9738,-42.9757,64783-000
São Gonçalo do Piauí,-6.0203,-42.6702,64435-000
São Francisco de Assis do Piauí,-8.1233,-41.4806,64745-000
Santa Luz,-8.9744,-44.2778,64910-000
Santo Antônio dos Milagres,-6.054,-42.7008,64438-000
São João da Canabrava,-6.7276,-41.3823,64635-000
São João da Fronteira,-4.0936,-41.2155,64243-000
São Luis do Piauí,-6.778,-41.2765,64638-000
São João da Varjota,-6.9473,-41.9292,64510-000
São Miguel do Fidalgo,-7.5994,-42.388,64558-000
São Miguel do Tapuio,-5.7049,-41.6163,64330-000
São José do Peixe,-7.4954,-42.4936,64555-000
São João do Piauí,-8.2758,-42.3401,64760-000
São Pedro do Piauí,-5.8214,-42.7717,64430-000
São João do Arraial,-3.8033,-42.4697,64155-000
São João da Serra,-5.4417,-41.8579,64350-000
São José do Piauí,-6.841,-41.517,64625-000
São Miguel da Baixa Grande,-5.8796,-42.2187,64378-000
São Julião,-7.0599,-40.7972,64670-000
São José do Divino,-3.743,-41.9012,64245-000
São Lourenço do Piauí,-9.1334,-42.403,64778-000
Sigefredo Pacheco,-4.7989,-41.7846,64285-000
Sebastião Barros,-10.5975,-44.8361,64985-000
Sebastião Leal,-7.5132,-44.0255,64873-000
São Raimundo Nonato,-9.0522,-42.6084,64770-000
Simplício Mendes,-7.8617,-41.9248,64700-000
Socorro do Piauí,-7.8982,-42.5075,64720-000
Tamboril do Piauí,-8.4028,-43.0908,64893-000
Simões,-7.7382,-40.7274,64585-000
Uruçuí,-7.3421,-44.5833,64860-000
Várzea Branca,-9.3441,-42.9516,64773-000
Teresina,-5.3018,-42.8485,64000-000
União,-4.5965,-42.8647,64120-000
Várzea Grande,-6.5637,-42.1773,64525-000
Sussuapara,-7.0034,-41.3918,64610-000
Tanque do Piauí,-6.6961,-42.1831,64512-000
Areal,-22.2342,-43.1219,25845-000
Aperibé,-21.6415,-42.1275,28495-000
Vera Mendes,-7.5548,-41.506,64568-000
Vila Nova do Piauí,-7.1867,-40.9362,64688-000
Araruama,-22.6732,-42.2752,28970-000
Angra dos Reis,-23.0276,-44.3322,23900-000
Valença do Piauí,-6.2787,-41.8139,64300-000
Wall Ferraz,-7.2953,-41.8373,64548-000
Armação dos Búzios,-22.7695,-41.9097,28950-000
Arraial do Cabo,-22.955,-42.061,28930-000
Cardoso Moreira,-21.5117,-41.4612,28180-000
Barra Mansa,-22.4899,-44.1955,27300-000
Cambuci,-21.5081,-41.9489,28430-000
Carapebus,-22.2243,-41.6131,27998-000
Campos dos Goytacazes,-21.6774,-41.4553,28000-000
Bom Jesus do Itabapoana,-21.104,-41.6932,28360-000
Belford Roxo,-22.7096,-43.3827,26100-000
Barra do Piraí,-22.4096,-43.8975,27000-000
Cabo Frio,-22.7173,-42.0422,28900-000
Carmo,-21.8997,-42.5376,28640-000
Cachoeiras de Macacu,-22.4874,-42.7115,28680-000
